74	69.7164
73.95	68.0545
73.9	70.558
73.85	67.3027
73.8	64.1572
73.75	71.3626
73.7	71.5355
73.65	41.9035
73.6	67.5844
73.55	75.3163
73.5	63.2082
73.45	52.1553
73.4	56.4877
73.35	70.7029
73.3	78.5005
73.25	60.1125
73.2	52.4133
73.15	71.5246
73.1	75.0156
73.05	69.7132
73	70.6074
72.95	63.1788
72.9	75.7143
72.85	69.3458
72.8	72.694
72.75	73.0917
72.7	71.2493
72.65	69.3642
72.6	51.7776
72.55	82.471
72.5	61.13
72.45	60.3156
72.4	64.3208
72.35	78.7978
72.3	76.3749
72.25	73.6458
72.2	63.1812
72.15	80.7441
72.1	82.7486
72.05	72.4559
72	88.9463
71.95	89.6188
71.9	92.5217
71.85	127.9699
71.8	114.9749
71.75	124.6707
71.7	96.6992
71.65	126.1363
71.6	113.0264
71.55	114.3865
71.5	133.1654
71.45	130.9714
71.4	132.472
71.35	133.2979
71.3	140.5238
71.25	142.3591
71.2	143.2117
71.15	115.1576
71.1	166.5286
71.05	174.6457
71	146.5776
70.95	146.2322
70.9	162.8627
70.85	155.1669
70.8	184.7904
70.75	170.916
70.7	191.331
70.65	157.8977
70.6	172.4641
70.55	178.5487
70.5	216.4939
70.45	187.0375
70.4	198.547
70.35	184.102
70.3	202.7691
70.25	186.493
70.2	183.1035
70.15	191.2829
70.1	176.829
70.05	195.5547
70	224.285
69.95	182.7393
69.9	196.0425
69.85	191.4163
69.8	208.9533
69.75	191.8688
69.7	181.0935
69.65	149.775
69.6	163.6357
69.55	176.7301
69.5	196.3524
69.45	175.8706
69.4	158.4596
69.35	142.5933
69.3	180.3076
69.25	144.9352
69.2	134.2574
69.15	171.5935
69.1	160.0588
69.05	186.341
69	134.3488
68.95	172.2213
68.9	174.8909
68.85	157.3848
68.8	147.3724
68.75	150.1164
68.7	158.6836
68.65	126.5439
68.6	139.4319
68.55	121.8037
68.5	139.1764
68.45	121.4562
68.4	119.976
68.35	127.587
68.3	119.3083
68.25	118.9132
68.2	108.3531
68.15	94.7772
68.1	103.065
68.05	117.0208
68	106.634
67.95	85.438
67.9	88.5093
67.85	91.3957
67.8	88.8713
67.75	89.5152
67.7	85.3277
67.65	79.7347
67.6	76.5723
67.55	74.0139
67.5	77.7274
67.45	69.3013
67.4	73.6883
67.35	66.8058
67.3	63.0953
67.25	69.234
67.2	74.802
67.15	72.6623
67.1	67.3363
67.05	60.9939
67	72.8064
66.95	72.012
66.9	54.0854
66.85	59.7018
66.8	59.6274
66.75	68.9829
66.7	70.6924
66.65	78.6906
66.6	56.6445
66.55	53.1442
66.5	66.6572
66.45	67.8682
66.4	77.1173
66.35	71.7744
66.3	66.4099
66.25	75.2237
66.2	79.5744
66.15	63.2283
66.1	61.4612
66.05	63.1019
66	75.896
